codigo,nombre,precio,cantidad_vendida,cantidad_stock,categoria,fecha_venta
1,Blusa Casual,24.99,18,30,Blusas,2023-11-04
2,Pantalones de Mezclilla,39.95,15,25,Pantalones,2023-11-04
3,Zapatos Deportivos,59.99,10,18,Calzado,2023-11-04
4,Vestido Floral,34.99,20,35,Vestidos,2023-11-05
5,Chaqueta de Cuero,89.95,12,22,Chaquetas,2023-11-05
6,Corbata Rayada,12.99,25,40,Accesorios,2023-11-05
7,Pantalones Cortos,19.95,15,28,Pantalones,2023-11-06
8,Sudadera con Capucha,29.99,18,30,Jerseys,2023-11-06
9,Zapatos de TacÃ³n,54.95,10,15,Calzado,2023-11-06
10,Falda Plisada,39.99,16,32,Faldas,2023-11-07
11,Blusa de Encaje,29.95,14,25,Blusas,2023-11-07
12,Sombrero de Paja,14.99,22,38,Accesorios,2023-11-07
13,Chaqueta de Invierno,99.95,8,15,Chaquetas,2023-11-08
14,Vestido de Verano,49.99,20,35,Vestidos,2023-11-08
15,Pantalones Elegantes,44.95,12,20,Pantalones,2023-11-08
16,Blusa a Rayas,19.99,25,40,Blusas,2023-11-09
17,Jeans Desgastados,34.95,18,28,Pantalones,2023-11-09
18,Zapatillas Deportivas,69.99,12,20,Calzado,2023-11-09
19,Blazer Formal,59.95,15,25,Chaquetas,2023-11-10
20,Vestido de Noche,79.99,10,18,Vestidos,2023-11-10
21,Chaqueta de Cuero,89.99,15,30,Chaquetas,2023-08-22
22,Pantalones Vaqueros,49.95,20,40,Pantalones,2023-08-22
23,Zapatos de Vestir,69.99,12,28,Calzado,2023-08-22
24,Falda Plisada,39.95,18,35,Faldas,2023-08-23
25,Blusa de Seda,29.99,25,50,Blusas,2023-08-23
26,Corbata de Lunares,14.99,30,55,Accesorios,2023-08-23
27,Jersey de Lana,54.95,10,20,Jerseys,2023-08-24
28,Camisa de Cuadros,34.99,18,40,Blusas,2023-08-24
29,Zapatos Deportivos,59.95,22,45,Calzado,2023-08-24
30,Vestido de Noche,79.99,8,15,Vestidos,2023-08-25
31,Chaqueta de Punto,44.95,14,28,Chaquetas,2023-08-25
32,Sombrero de Paja,9.99,30,60,Accesorios,2023-08-25
33,Pantalones Cortos,19.95,24,48,Pantalones,2023-08-26
34,Blusa de Encaje,29.99,15,30,Blusas,2023-08-26
35,Botas de Cuero,79.95,10,20,Calzado,2023-08-26
36,Traje de BaÃ±o,39.99,18,35,Vestidos,2023-08-27
37,Corbata de Seda,14.99,22,45,Accesorios,2023-08-27
38,Chaqueta de Invierno,99.95,10,20,Chaquetas,2023-08-27
39,Vestido de Verano,49.99,20,40,Vestidos,2023-08-28
40,Gorra de BÃ©isbol,9.95,28,55,Accesorios,2023-08-28
41,Camisa de Lino,34.99,12,25,Blusas,2023-08-28
42,Zapatillas Deportivas,69.95,16,32,Calzado,2023-08-29
43,Chaqueta de Mezclilla,44.99,14,28,Chaquetas,2023-08-29
44,Pantalones de Yoga,29.95,18,35,Pantalones,2023-08-29
45,Camiseta Deportiva,19.99,25,50,Blusas,2023-08-30
46,Pantalones Formales,49.95,12,24,Pantalones,2023-08-30
47,Zapatos de TacÃ³n,59.99,8,15,Calzado,2023-08-30
48,Blusa Floral,24.99,20,40,Blusas,2023-08-31
49,Corbata de Lino,12.99,15,30,Accesorios,2023-08-31
50,Camiseta de Rayas,14.95,22,45,Blusas,2023-08-31
51,Pantalones de Carga,29.99,14,28,Pantalones,2023-09-01
52,Blusa de Gasa,24.95,18,36,Blusas,2023-09-01
53,Zapatos Planos,39.99,12,24,Calzado,2023-09-01
54,Sombrero de Lana,9.99,20,40,Accesorios,2023-09-02
55,Vestido de Fiesta,69.95,8,16,Vestidos,2023-09-02
56,Chaqueta Deportiva,49.99,15,30,Chaquetas,2023-09-02
57,Corbata a Rayas,12.99,22,44,Accesorios,2023-09-03
58,Pantalones de Cuero,54.95,10,20,Pantalones,2023-09-03
59,Botas de MontaÃ±a,79.99,10,20,Calzado,2023-09-03
60,Falda de Mezclilla,29.95,20,40,Faldas,2023-09-04
61,Gafas de Sol,19.99,25,50,Accesorios,2023-09-04
62,Chaqueta de Entretiempo,39.95,14,28,Chaquetas,2023-09-04
63,Pantalones de Pana,34.99,18,35,Pantalones,2023-09-05
64,Chaleco de Lana,24.99,22,45,Jerseys,2023-09-05
65,Zapatos Casuales,44.95,12,24,Calzado,2023-09-05
66,Camiseta Estampada,14.99,20,40,Blusas,2023-09-06
67,Pantalones de Playa,19.95,25,50,Pantalones,2023-09-06
68,Sandalias,24.99,15,30,Calzado,2023-09-06
69,Jersey de Cuello Alto,34.95,16,32,Jerseys,2023-09-07
70,Blusa de AlgodÃ³n,29.99,12,24,Blusas,2023-09-07
71,Sombrero de Pescador,9.99,28,55,Accesorios,2023-09-07
72,Pantalones de Trabajo,39.95,10,20,Pantalones,2023-09-08
73,Camisa de Cuero,59.99,10,20,Blusas,2023-09-08
74,Zapatos de Senderismo,69.95,15,30,Calzado,2023-09-08
75,Vestido Casual,24.99,20,40,Vestidos,2023-09-09
76,Chaqueta de Tweed,44.95,14,28,Chaquetas,2023-09-09
77,Corbata de Polka,12.99,25,50,Accesorios,2023-09-09
78,Camiseta de Manga Larga,19.99,20,40,Blusas,2023-09-10
79,Pantalones de Lino,29.95,12,24,Pantalones,2023-09-10
80,Zapatos de Vestir,54.99,18,35,Calzado,2023-09-10
81,Falda de Tubo,39.99,16,32,Faldas,2023-09-11
82,Jersey de Punto,34.95,15,30,Jerseys,2023-09-11
83,Zapatos de Plataforma,49.99,10,20,Calzado,2023-09-11
84,Chaqueta de AlgodÃ³n,29.99,20,40,Chaquetas,2023-09-12
85,Camisa de Seda,59.95,12,24,Blusas,2023-09-12
86,Chaleco de Cuadros,19.95,14,28,Chaquetas,2023-09-12
87,Gorra de Invierno,9.99,18,36,Accesorios,2023-09-13
88,Pantalones de Terciopelo,44.95,28,55,Pantalones,2023-09-13
89,Zapatos Deportivos,69.99,10,20,Calzado,2023-09-13
90,Vestido de CÃ³ctel,54.99,15,30,Vestidos,2023-09-14
91,Sombrero de Punto,12.99,20,40,Accesorios,2023-09-14
92,Chaqueta de Invierno,89.99,12,24,Chaquetas,2023-09-14
93,Pantalones de Mezclilla,34.95,10,20,Pantalones,2023-09-15
94,Blusa de Rayas,24.95,22,44,Blusas,2023-09-15
95,Zapatos de Cuero,59.95,8,16,Calzado,2023-09-15
96,Corbata de Seda,14.99,16,32,Accesorios,2023-09-16
97,Chaqueta de Entretiempo,39.99,15,30,Chaquetas,2023-09-16
98,Pantalones de Pana,29.99,18,35,Pantalones,2023-09-16
99,Jersey de Lana,49.95,12,24,Jerseys,2023-09-17
100,Vestido de Playa,19.99,20,40,Vestidos,2023-09-17
101,Vestido de Playa,19.99,20,40,Vestidos,2023-09-17
102,Vestido de Playa,19.99,20,40,Vestidos,2023-09-17
103,Vestido de putas,19.99,20,40,Vestidos,2023-09-17
104,Falda de Cuero,49.99,15,30,Faldas,2023-09-18
105,Zapatillas de Running,64.95,18,35,Calzado,2023-09-18
106,Sombrero Fedora,14.99,22,45,Accesorios,2023-09-19
107,Pantalones Cargo,34.95,12,24,Pantalones,2023-09-19
108,Blusa Estampada,29.99,16,32,Blusas,2023-09-19
109,Zapatos Oxford,54.99,20,40,Calzado,2023-09-20
110,Chaqueta Bomber,44.95,14,28,Chaquetas,2023-09-20
111,Corbata a Cuadros,12.99,25,50,Accesorios,2023-09-20
112,Vestido de Encaje,69.99,10,20,Vestidos,2023-09-21
113,Pantalones de Yoga,29.95,18,35,Pantalones,2023-09-21
114,Sandalias de TacÃ³n,39.99,15,30,Calzado,2023-09-21
115,Jersey de Cachemira,79.95,12,24,Jerseys,2023-09-22
116,Blusa Boho,24.99,20,40,Blusas,2023-09-22
117,Gorra de Verano,9.95,22,45,Accesorios,2023-09-22
118,Pantalones Cortos de Mezclilla,19.95,16,32,Pantalones,2023-09-23
119,Chaqueta de Moto,69.99,10,20,Chaquetas,2023-09-23
120,Botas de Lluvia,34.95,12,24,Calzado,2023-09-23
121,Vestido Bohemio,49.99,18,35,Vestidos,2023-09-24
122,Sombrero de Cuero,19.99,25,50,Accesorios,2023-09-24
123,Chaleco de Mezclilla,29.95,15,30,Chaquetas,2023-09-24
124,Pantalones Formales,49.95,20,40,Pantalones,2023-09-25
125,Blusa de Punto,34.99,14,28,Blusas,2023-09-25
126,Zapatos de Baile,59.95,22,45,Calzado,2023-09-25
127,Camiseta Vintage,14.99,10,20,Blusas,2023-09-26
128,Pantalones de Cuadros,29.99,18,35,Pantalones,2023-09-26
129,Sandalias Planas,24.99,12,24,Calzado,2023-09-26
130,Abrigo de Lana,89.99,15,30,Abrigos,2023-09-27
131,Blusa AsimÃ©trica,39.99,20,40,Blusas,2023-09-28
132,Pantalones Deportivos,29.95,18,35,Pantalones,2023-09-28
133,Zapatos de Plataforma,54.99,15,30,Calzado,2023-09-28
134,Vestido Elegante,79.95,12,24,Vestidos,2023-09-29
135,Chaqueta Vaquera,44.95,14,28,Chaquetas,2023-09-29
136,Corbata Floral,12.99,25,50,Accesorios,2023-09-29
137,Falda de Tubo,34.99,16,32,Faldas,2023-09-30
138,Jersey Oversize,49.95,22,45,Jerseys,2023-09-30
139,Zapatos de Ballet,29.99,10,20,Calzado,2023-09-30
140,Blusa de Manga Corta,19.99,20,40,Blusas,2023-10-01
141,Pantalones Chinos,39.95,12,24,Pantalones,2023-10-01
142,Botas de Vaquero,59.99,18,35,Calzado,2023-10-01
143,Vestido Midi,54.99,20,40,Vestidos,2023-10-02
144,Chaleco Acolchado,34.95,14,28,Chaquetas,2023-10-02
145,Corbata a Lunares,14.99,25,50,Accesorios,2023-10-02
146,Camiseta BÃ¡sica,19.99,16,32,Blusas,2023-10-03
147,Pantalones de Lentejuelas,44.95,10,20,Pantalones,2023-10-03
148,Zapatillas de Skate,69.95,15,30,Calzado,2023-10-03
149,Vestido de Terciopelo,59.99,8,16,Vestidos,2023-10-04
150,Sombrero de Fieltro,24.99,20,40,Accesorios,2023-10-04
151,Abrigo de Piel SintÃ©tica,79.99,12,24,Abrigos,2023-10-04
152,Pantalones de Cintura Alta,29.95,18,35,Pantalones,2023-10-05
153,Blusa Boho,34.99,22,45,Blusas,2023-10-05
154,Zapatos de Plataforma,49.99,10,20,Calzado,2023-10-05
155,Vestido Ajustado,39.99,20,40,Vestidos,2023-10-06
156,Chaqueta de Ante,44.95,14,28,Chaquetas,2023-10-06
157,Corbata de Punto,12.99,25,50,Accesorios,2023-10-06
158,Camiseta Estampada,24.99,20,40,Blusas,2023-10-07
159,Pantalones Palazzo,34.95,12,24,Pantalones,2023-10-07
160,Zapatos Oxford,54.99,18,35,Calzado,2023-10-07
161,Falda Plisada,49.99,16,32,Faldas,2023-10-08
162,Jersey de Cuello V,29.95,15,30,Jerseys,2023-10-08
163,Zapatos Deportivos,59.99,12,24,Calzado,2023-10-08
164,Blusa de Encaje,19.99,20,40,Blusas,2023-10-09
165,Pantalones de Cuero,44.95,22,45,Pantalones,2023-10-09
166,Botines,69.99,10,20,Calzado,2023-10-09
167,Vestido de Noche,79.99,15,30,Vestidos,2023-10-10
168,Chaqueta de Punto,39.95,14,28,Chaquetas,2023-10-10
169,Sombrero Fedora,14.99,25,50,Accesorios,2023-10-10
170,Pantalones Cortos,24.99,16,32,Pantalones,2023-10-11
171,Blusa de Gasa,29.99,18,35,Blusas,2023-10-11
172,Zapatos Planos,34.95,12,24,Calzado,2023-10-11
173,Chaqueta de Mezclilla,49.99,20,40,Chaquetas,2023-10-12
174,Falda de Mezclilla,29.95,14,28,Faldas,2023-10-12
175,Corbata de Seda,12.99,22,45,Accesorios,2023-10-12
176,Vestido de Fiesta,64.95,10,20,Vestidos,2023-10-13
177,Pantalones de Yoga,19.99,15,30,Pantalones,2023-10-13
178,Sandalias,24.99,20,40,Calzado,2023-10-13
179,Jersey de Cuello Alto,39.95,22,45,Jerseys,2023-10-14
180,Blusa de AlgodÃ³n,29.99,10,20,Blusas,2023-10-14
181,Sombrero de Pescador,9.99,16,32,Accesorios,2023-10-14
182,Pantalones de Trabajo,39.95,18,35,Pantalones,2023-10-15
183,Camisa de Cuero,54.99,12,24,Blusas,2023-10-15
184,Zapatos de Senderismo,69.95,20,40,Calzado,2023-10-15
185,Vestido Casual,29.99,14,28,Vestidos,2023-10-16
186,Chaqueta de Tweed,44.95,16,32,Chaquetas,2023-10-16
187,Camiseta de Manga Larga,19.99,18,35,Blusas,2023-10-16
188,Pantalones de Lino,34.95,12,24,Pantalones,2023-10-16
189,Zapatos de Vestir,54.99,20,40,Calzado,2023-10-17
190,Falda de Tubo,39.99,16,32,Faldas,2023-10-17
191,Jersey de Punto,34.95,15,30,Jerseys,2023-10-17
192,Zapatos de Plataforma,49.99,10,20,Calzado,2023-10-18
193,Chaqueta de AlgodÃ³n,29.99,20,40,Chaquetas,2023-10-18
194,Camisa de Seda,59.95,12,24,Blusas,2023-10-18
195,Chaleco de Cuadros,19.95,14,28,Chaquetas,2023-10-19
196,Gorra de Invierno,9.99,18,36,Accesorios,2023-10-19
197,Pantalones de Terciopelo,44.95,28,55,Pantalones,2023-10-19
198,Zapatos Deportivos,69.99,10,20,Calzado,2023-10-20
199,Vestido de CÃ³ctel,54.99,15,30,Vestidos,2023-10-20
200,Sombrero de Punto,12.99,20,40,Accesorios,2023-10-20
201,Chaqueta de Invierno,89.99,12,24,Chaquetas,2023-10-21
202,Pantalones de Mezclilla,34.95,10,20,Pantalones,2023-10-21
203,Blusa de Rayas,24.95,22,44,Blusas,2023-10-21
204,Zapatos de Cuero,59.95,8,16,Calzado,2023-10-22
205,Corbata de Seda,14.99,16,32,Accesorios,2023-10-22
206,Chaqueta de Entretiempo,39.99,15,30,Chaquetas,2023-10-22
207,Pantalones de Pana,29.99,18,35,Pantalones,2023-10-23
208,Jersey de Lana,49.95,12,24,Jerseys,2023-10-23
209,Vestido de Playa,19.99,20,40,Vestidos,2023-10-23
210,Blazer de Terciopelo,79.95,10,20,Chaquetas,2023-10-24
211,Falda de Cuero,49.99,15,30,Faldas,2023-10-24
212,Zapatillas de Running,64.95,18,35,Calzado,2023-10-24
213,Sombrero Fedora,14.99,22,45,Accesorios,2023-10-25
214,Pantalones Cargo,34.95,12,24,Pantalones,2023-10-25
215,Blusa Estampada,29.99,16,32,Blusas,2023-10-25
216,Zapatos Oxford,54.99,20,40,Calzado,2023-10-26
217,Chaqueta Bomber,44.95,14,28,Chaquetas,2023-10-26
218,Corbata a Cuadros,12.99,25,50,Accesorios,2023-10-26
219,Vestido de Encaje,69.99,10,20,Vestidos,2023-10-27
220,Pantalones de Yoga,29.95,18,35,Pantalones,2023-10-27
221,Sandalias de TacÃ³n,39.99,15,30,Calzado,2023-10-27
222,Jersey de Cachemira,79.95,12,24,Jerseys,2023-10-28
223,Blusa Boho,24.99,20,40,Blusas,2023-10-28
224,Gorra de Verano,9.95,22,45,Accesorios,2023-10-28
225,Pantalones Cortos de Mezclilla,19.95,16,32,Pantalones,2023-10-29
226,Chaqueta de Moto,69.99,10,20,Chaquetas,2023-10-29
227,Botas de Lluvia,34.95,12,24,Calzado,2023-10-29
228,Vestido Bohemio,49.99,18,35,Vestidos,2023-10-30
229,Sombrero de Cuero,19.99,25,50,Accesorios,2023-10-30
230,Chaleco de Mezclilla,29.95,15,30,Chaquetas,2023-10-30
231,Pantalones Formales,49.95,20,40,Pantalones,2023-10-31
232,Blusa de Punto,34.99,14,28,Blusas,2023-10-31
233,Zapatos de Baile,59.95,22,45,Calzado,2023-10-31
234,Camiseta Vintage,14.99,10,20,Blusas,2023-11-01
235,Pantalones de Cuadros,29.99,18,35,Pantalones,2023-11-01
236,Sandalias Planas,24.99,12,24,Calzado,2023-11-01
237,Abrigo de Lana,89.99,15,30,Abrigos,2023-11-02
238,Blusa de AlgodÃ³n,29.99,12,24,Blusas,2023-11-02
239,Sombrero de Pescador,9.99,28,55,Accesorios,2023-11-02
240,Pantalones de Trabajo,39.95,10,20,Pantalones,2023-11-03
241,Pantalones de Pana,34.99,18,35,Pantalones,2023-11-11
242,Blusa de Seda,29.95,14,28,Blusas,2023-11-11
243,Sombrero de Lana,14.99,20,40,Accesorios,2023-11-11
244,Zapatos Casuales,44.95,16,32,Calzado,2023-11-12
245,Vestido Elegante,69.99,12,24,Vestidos,2023-11-12
246,Chaqueta de Tweed,54.95,15,30,Chaquetas,2023-11-12
247,Camiseta Estampada,19.99,20,40,Blusas,2023-11-13
248,Pantalones de Carga,29.95,12,24,Pantalones,2023-11-13
249,Botas de MontaÃ±a,79.99,10,20,Calzado,2023-11-13
250,Falda Midi,39.99,18,35,Faldas,2023-11-14
251,Jersey de AlgodÃ³n,34.95,14,28,Jerseys,2023-11-14
252,Zapatos de Fiesta,59.99,20,40,Calzado,2023-11-14
253,Camiseta a Rayas,24.99,16,32,Blusas,2023-11-15
254,Pantalones Acampanados,39.95,22,45,Pantalones,2023-11-15
255,Zapatos Planos,29.99,10,20,Calzado,2023-11-15
256,Abrigo de Invierno,89.99,15,30,Abrigos,2023-11-16
257,Blusa de Lino,29.99,12,24,Blusas,2023-11-16
258,Gorra Deportiva,9.95,28,55,Accesorios,2023-11-16
259,Pantalones de Yoga,44.95,10,20,Pantalones,2023-11-17
260,Chaqueta de Cuero,54.99,12,24,Chaquetas,2023-11-17
261,Zapatillas Deportivas,69.95,15,30,Calzado,2023-11-17
262,Vestido de Fiesta,79.99,20,40,Vestidos,2023-11-18
263,Sombrero de Punto,12.99,25,50,Accesorios,2023-11-18
264,Chaleco de Mezclilla,29.95,15,30,Chaquetas,2023-11-18
265,Pantalones Formales,49.95,20,40,Pantalones,2023-11-19
266,Blusa de Punto,34.99,14,28,Blusas,2023-11-19
267,Zapatos de Baile,59.95,22,45,Calzado,2023-11-19
268,Camiseta Vintage,14.99,10,20,Blusas,2023-11-20
269,Pantalones de Cuadros,29.99,18,35,Pantalones,2023-11-20
270,Sandalias Planas,24.99,12,24,Calzado,2023-11-20
271,Abrigo de Lana,89.99,20,40,Abrigos,2023-11-21
272,Blusa de AlgodÃ³n,29.99,10,20,Blusas,2023-11-21
273,Sombrero de Pescador,9.99,16,32,Accesorios,2023-11-21
274,Pantalones de Trabajo,39.95,18,35,Pantalones,2023-11-22
275,Camisa de Cuero,54.99,12,24,Blusas,2023-11-22
276,Zapatos de Senderismo,69.95,20,40,Calzado,2023-11-22
277,Vestido Casual,29.99,14,28,Vestidos,2023-11-23
278,Chaqueta de Tweed,44.95,16,32,Chaquetas,2023-11-23
279,Corbata de Polka,12.99,25,50,Accesorios,2023-11-23
280,Camiseta de Manga Larga,19.99,20,40,Blusas,2023-11-24
281,Pantalones de Lino,29.95,12,24,Pantalones,2023-11-24
282,Zapatos de Vestir,54.99,18,35,Calzado,2023-11-24
283,Falda de Tubo,39.99,16,32,Faldas,2023-11-25
284,Jersey de Punto,34.95,15,30,Jerseys,2023-11-25
285,Zapatos de Plataforma,49.99,10,20,Calzado,2023-11-25
286,Chaqueta de AlgodÃ³n,29.99,20,40,Chaquetas,2023-11-26
287,Camisa de Seda,59.95,12,24,Blusas,2023-11-26
288,Chaleco de Cuadros,19.95,14,28,Chaquetas,2023-11-26
289,Gorra de Invierno,9.99,18,36,Accesorios,2023-11-27
290,Pantalones de Terciopelo,44.95,28,55,Pantalones,2023-11-27
292,Vestido de CÃ³ctel,54.99,15,30,Vestidos,2023-11-28
293,Sombrero de Punto,12.99,20,40,Accesorios,2023-11-28
294,Chaqueta de Invierno,89.99,12,24,Chaquetas,2023-11-28
295,Pantalones de Mezclilla,34.95,10,20,Pantalones,2023-11-29
296,Blusa de Rayas,24.95,22,44,Blusas,2023-11-29
297,Zapatos de Cuero,59.95,8,16,Calzado,2023-11-29
298,Corbata de Seda,14.99,16,32,Accesorios,2023-11-30
299,Chaqueta de Entretiempo,39.99,15,30,Chaquetas,2023-11-30
300,Pantalones de Pana,29.99,18,35,Pantalones,2023-11-30
301,Jersey de Lana,49.95,12,24,Jerseys,2023-12-01
302,Chaqueta de Mezclilla,44.99,14,28,Chaquetas,2023-11-22
303,Blusa a Rayas,19.99,25,40,Blusas,2023-11-23
304,Jeans Desgastados,34.95,18,28,Pantalones,2023-11-23
305,Zapatillas Deportivas,69.99,12,20,Calzado,2023-11-23
306,Blazer Formal,59.95,15,25,Chaquetas,2023-11-24
307,Vestido de Noche,79.99,10,18,Vestidos,2023-11-24
308,Chaqueta de Cuero,89.99,15,30,Chaquetas,2023-11-24
309,Pantalones Vaqueros,49.95,20,40,Pantalones,2023-11-25
310,Zapatos de Vestir,69.99,12,28,Calzado,2023-11-25
311,Falda Plisada,39.95,18,35,Faldas,2023-11-25
312,Blusa de Seda,29.99,25,50,Blusas,2023-11-26
313,Sombrero de Paja,14.99,22,38,Accesorios,2023-11-26
314,Jersey de Lana,54.95,10,20,Jerseys,2023-11-26
315,Zapatos Deportivos,59.95,22,45,Calzado,2023-11-27
316,Blusa de Encaje,29.99,15,30,Blusas,2023-11-27
317,Pantalones Cortos,19.95,24,48,Pantalones,2023-11-27
318,Chaqueta de Invierno,99.95,10,20,Chaquetas,2023-11-28
319,Vestido de Verano,49.99,20,40,Vestidos,2023-11-28
320,Gorra de Béisbol,9.95,28,55,Accesorios,2023-11-28
321,Zapatillas Deportivas,69.95,16,32,Calzado,2023-11-29
322,Chaqueta de Mezclilla,44.99,14,28,Chaquetas,2023-11-29
323,Blusa Floral,24.99,20,40,Blusas,2023-11-29
324,Pantalones de Mezclilla,34.95,10,20,Pantalones,2023-11-30
325,Zapatos de Tacón,59.99,8,15,Calzado,2023-11-30
326,Vestido de Verano,49.99,20,40,Vestidos,2023-11-30
327,Blusa de Rayas,19.99,25,40,Blusas,2023-12-01
328,Jeans Desgastados,34.95,18,28,Pantalones,2023-12-01
329,Zapatillas Deportivas,69.99,12,20,Calzado,2023-12-01
330,Blazer Formal,59.95,15,25,Chaquetas,2023-12-02
331,Vestido de Noche,79.99,10,18,Vestidos,2023-12-02
332,Chaqueta de Cuero,89.99,15,30,Chaquetas,2023-12-02
333,Pantalones Vaqueros,49.95,20,40,Pantalones,2023-12-03
334,Zapatos de Vestir,69.99,12,28,Calzado,2023-12-03
335,Falda Plisada,39.95,18,35,Faldas,2023-12-03
336,Blusa de Seda,29.99,25,50,Blusas,2023-12-04
337,Sombrero de Paja,14.99,22,38,Accesorios,2023-12-04
338,Jersey de Lana,54.95,10,20,Jerseys,2023-12-04
339,Blusa Casual,24.99,18,30,Blusas,2023-11-04
