codigo,nombre,precio,cantidad_vendida,cantidad_stock,categoria,fecha_venta
1,Espejo de Pared,54.99,7,14,Decoración,2023-11-26
2,Set de Toallas de Baño,29.99,8,15,Toallas,2024-02-06
3,Juego de Sábanas,29.99,25,50,Ropa de cama,2023-11-04
4,Canasta de Ropa Sucia,34.99,5,12,Almacenamiento,2023-12-29
5,Candelabro de Metal,45.99,6,12,Decoración,2023-12-09
6,Reloj de Pared,29.99,10,20,Decoración,2023-12-21
7,Lámpara de Mesa,39.95,8,18,Iluminación,2024-01-13
8,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
9,Jarrón de Cerámica,39.95,10,20,Decoración,2023-11-18
10,Tetera de Cerámica,24.95,6,12,Utensilios de cocina,2024-02-04
11,Escalera Decorativa,49.99,6,12,Decoración,2024-01-09
12,Escurridor de Cubiertos,12.99,4,10,Utensilios de cocina,2024-01-11
13,Set de Cubiertos,24.95,20,40,Vajilla,2023-12-23
14,Estante Flotante,34.99,8,20,Almacenamiento,2024-01-27
15,Lámpara de Mesa,39.95,8,18,Iluminación,2024-01-13
16,Taburete de Madera,34.99,10,20,Muebles,2023-12-15
17,Escultura de Resina,39.95,4,10,Decoración,2023-12-11
18,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
19,Espejo de Maquillaje,29.99,5,12,Decoración,2024-01-17
20,Reloj Despertador,19.95,10,18,Decoración,2024-01-31
21,Organizador de Escritorio,24.99,15,28,Organización,2023-11-20
22,Cojines Decorativos,14.99,18,35,Decoración,2023-11-15
23,Set de Cucharas de Madera,9.99,30,60,Utensilios de cocina,2023-11-24
24,Dispensador de Jabón,14.99,15,28,Accesorios de baño,2023-12-27
25,Alfombra de Área,49.95,12,30,Alfombras,2023-11-06
26,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
27,Set de Vasos de Vidrio,19.99,12,25,Vajilla,2024-01-03
28,Caja de Almacenamiento,29.99,7,15,Almacenamiento,2024-01-23
29,Estante Flotante,34.99,8,20,Almacenamiento,2024-01-27
30,Cojines Decorativos,14.99,18,35,Decoración,2023-11-15
31,Set de Vasos de Vidrio,19.99,12,25,Vajilla,2024-01-03
32,Escalera Decorativa,49.99,6,12,Decoración,2024-01-09
33,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
34,Escultura de Resina,39.95,4,10,Decoración,2023-12-11
35,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
36,Set de Vasos de Vidrio,19.99,12,25,Vajilla,2024-01-03
37,Candelabro de Metal,45.99,6,12,Decoración,2023-12-09
38,Dispensador de Jabón,14.99,15,28,Accesorios de baño,2023-12-27
39,Reloj Despertador,19.95,10,18,Decoración,2024-01-31
40,Set de Cubiertos,24.95,20,40,Vajilla,2023-12-23
41,Espejo de Pared,54.99,7,14,Decoración,2023-11-26
42,Juego de Sábanas,29.99,25,50,Ropa de cama,2023-11-04
43,Dispensador de Jabón,14.99,15,28,Accesorios de baño,2023-12-27
44,Planta Artificial,24.99,10,18,Decoración,2023-12-07
45,Lámpara de Pie,79.99,5,10,Iluminación,2023-11-22
46,Estante Flotante,34.99,8,20,Almacenamiento,2024-01-27
47,Set de Cubiertos,24.95,20,40,Vajilla,2023-12-23
48,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
49,Estuche de Almohadas,39.95,3,8,Ropa de cama,2024-01-19
50,Set de Cubiertos,24.95,20,40,Vajilla,2023-12-23
51,Reloj de Pared,29.99,10,20,Decoración,2023-12-21
52,Escurridor de Platos,19.99,8,15,Utensilios de cocina,2023-12-25
53,Espejo de Maquillaje,29.99,5,12,Decoración,2024-01-17
54,Lámpara de Mesa,39.95,8,18,Iluminación,2024-01-13
55,Escultura de Resina,39.95,4,10,Decoración,2023-12-11
56,Caja de Almacenamiento,29.99,7,15,Almacenamiento,2024-01-23
57,Espejo de Pared,54.99,7,14,Decoración,2023-11-26
58,Juego de Sábanas,29.99,25,50,Ropa de cama,2023-11-04
59,Lámpara de Pie,79.99,5,10,Iluminación,2023-11-22
60,Funda de Almohada,9.99,20,40,Ropa de cama,2024-01-29
61,Funda de Almohada,9.99,20,40,Ropa de cama,2024-01-29
62,Alfombra de Área,49.95,12,30,Alfombras,2023-11-06
63,Manta de Lana,59.99,8,20,Ropa de cama,2023-12-03
64,Candelabro de Metal,45.99,6,12,Decoración,2023-12-09
65,Cuchillo de Cocina,14.99,15,28,Utensilios de cocina,2024-02-02
66,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
67,Escurridor de Platos,19.99,8,15,Utensilios de cocina,2023-12-25
68,Set de Cubiertos,24.95,20,40,Vajilla,2023-12-23
69,Candelabro de Cristal,59.95,4,10,Decoración,2024-01-25
70,Estante Flotante,34.99,8,20,Almacenamiento,2024-01-27
71,Set de Cucharas de Madera,9.99,30,60,Utensilios de cocina,2023-11-24
72,Vajilla de Porcelana,69.99,6,12,Vajilla,2023-11-12
73,Organizador de Escritorio,24.99,15,28,Organización,2023-11-20
74,Taza de Café de Cerámica,6.99,25,45,Vajilla,2023-12-01
75,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
76,Escultura de Resina,39.95,4,10,Decoración,2023-12-11
77,Escultura de Resina,39.95,4,10,Decoración,2023-12-11
78,Perchero de Pared,19.95,10,20,Almacenamiento,2024-01-01
79,Cesta de Mimbre,19.95,20,40,Almacenamiento,2023-11-28
80,Planta Artificial,24.99,10,18,Decoración,2023-12-07
81,Mantel de Mesa,19.99,15,30,Textiles para el hogar,2023-12-13
82,Escurridor de Platos,19.99,8,15,Utensilios de cocina,2023-12-25
83,Cuadro Decorativo,29.95,12,25,Decoración,2023-12-05
84,Estante Flotante,34.99,8,20,Almacenamiento,2024-01-27
85,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
86,Set de Toallas de Baño,29.99,8,15,Toallas,2024-02-06
87,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
88,Organizador de Escritorio,24.99,15,28,Organización,2023-11-20
89,Reloj Despertador,19.95,10,18,Decoración,2024-01-31
90,Escritorio Plegable,89.99,3,8,Muebles,2023-12-19
91,Espejo de Maquillaje,29.99,5,12,Decoración,2024-01-17
92,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
93,Vajilla de Porcelana,69.99,6,12,Vajilla,2023-11-12
94,Manta de Lana,59.99,8,20,Ropa de cama,2023-12-03
95,Espejo de Maquillaje,29.99,5,12,Decoración,2024-01-17
96,Vajilla de Porcelana,69.99,6,12,Vajilla,2023-11-12
97,Candelabro de Cristal,59.95,4,10,Decoración,2024-01-25
98,Cesta de Mimbre,19.95,20,40,Almacenamiento,2023-11-28
99,Alfombra de Área,49.95,12,30,Alfombras,2023-11-06
100,Espejo de Pared,54.99,7,14,Decoración,2023-11-26
101,Set de Toallas de Baño,29.99,8,15,Toallas,2024-02-06
102,Canasta de Ropa Sucia,34.99,5,12,Almacenamiento,2023-12-29
103,Set de Cubiertos,24.95,20,40,Vajilla,2023-12-23
104,Perchero de Pared,19.95,10,20,Almacenamiento,2024-01-01
105,Planta Artificial,24.99,10,18,Decoración,2023-12-07
106,Cojines Decorativos,14.99,18,35,Decoración,2023-11-15
107,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
108,Dispensador de Jabón,14.99,15,28,Accesorios de baño,2023-12-27
109,Candelabro de Cristal,59.95,4,10,Decoración,2024-01-25
110,Organizador de Cajones,24.99,10,20,Organización,2024-01-15
111,Cuchillo de Cocina,14.99,15,28,Utensilios de cocina,2024-02-02
112,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
113,Lámpara de Mesa,39.95,8,18,Iluminación,2024-01-13
114,Estuche de Almohadas,39.95,3,8,Ropa de cama,2024-01-19
115,Cuchillo de Cocina,14.99,15,28,Utensilios de cocina,2024-02-02
116,Set de Vasos de Vidrio,19.99,12,25,Vajilla,2024-01-03
117,Dispensador de Jabón,14.99,15,28,Accesorios de baño,2023-12-27
118,Organizador de Cajones,24.99,10,20,Organización,2024-01-15
119,Escurridor de Platos,19.99,8,15,Utensilios de cocina,2023-12-25
120,Juego de Sábanas,29.99,25,50,Ropa de cama,2023-11-04
121,Vajilla de Porcelana,69.99,6,12,Vajilla,2023-11-12
122,Escultura de Resina,39.95,4,10,Decoración,2023-12-11
123,Set de Vasos de Vidrio,19.99,12,25,Vajilla,2024-01-03
124,Jarrón de Cerámica,39.95,10,20,Decoración,2023-11-18
125,Cojín para Silla,14.95,15,30,Decoración,2024-01-07
126,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
127,Candelabro de Metal,45.99,6,12,Decoración,2023-12-09
128,Planta Artificial,24.99,10,18,Decoración,2023-12-07
129,Estante Flotante,34.99,8,20,Almacenamiento,2024-01-27
130,Reloj de Pared,29.99,10,20,Decoración,2023-12-21
131,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
132,Lámpara de Pie,79.99,5,10,Iluminación,2023-11-22
133,Organizador de Cajones,24.99,10,20,Organización,2024-01-15
134,Organizador de Escritorio,24.99,15,28,Organización,2023-11-20
135,Planta Artificial,24.99,10,18,Decoración,2023-12-07
136,Espejo de Pared,54.99,7,14,Decoración,2023-11-26
137,Funda de Almohada,9.99,20,40,Ropa de cama,2024-01-29
138,Escurridor de Cubiertos,12.99,4,10,Utensilios de cocina,2024-01-11
139,Reloj de Pared,29.99,10,20,Decoración,2023-12-21
140,Funda de Almohada,9.99,20,40,Ropa de cama,2024-01-29
141,Cuchillo de Cocina,14.99,15,28,Utensilios de cocina,2024-02-02
142,Cojín para Silla,14.95,15,30,Decoración,2024-01-07
143,Tetera de Cerámica,24.95,6,12,Utensilios de cocina,2024-02-04
144,Cesta de Mimbre,19.95,20,40,Almacenamiento,2023-11-28
145,Alfombra de Área,49.95,12,30,Alfombras,2023-11-06
146,Canasta de Ropa Sucia,34.99,5,12,Almacenamiento,2023-12-29
147,Mantel de Mesa,19.99,15,30,Textiles para el hogar,2023-12-13
148,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
149,Espejo de Maquillaje,29.99,5,12,Decoración,2024-01-17
150,Manta de Lana,59.99,8,20,Ropa de cama,2023-12-03
151,Organizador de Escritorio,24.99,15,28,Organización,2023-11-20
152,Planta Artificial,24.99,10,18,Decoración,2023-12-07
153,Cuchillo de Cocina,14.99,15,28,Utensilios de cocina,2024-02-02
154,Escalera Decorativa,49.99,6,12,Decoración,2024-01-09
155,Cojines Decorativos,14.99,18,35,Decoración,2023-11-15
156,Reloj Despertador,19.95,10,18,Decoración,2024-01-31
157,Set de Cucharas de Madera,9.99,30,60,Utensilios de cocina,2023-11-24
158,Caja de Almacenamiento,29.99,7,15,Almacenamiento,2024-01-23
159,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
160,Juego de Sábanas,29.99,25,50,Ropa de cama,2023-11-04
161,Set de Vasos de Vidrio,19.99,12,25,Vajilla,2024-01-03
162,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
163,Escritorio Plegable,89.99,3,8,Muebles,2023-12-19
164,Escritorio Plegable,89.99,3,8,Muebles,2023-12-19
165,Espejo de Pared,54.99,7,14,Decoración,2023-11-26
166,Jarrón de Cerámica,39.95,10,20,Decoración,2023-11-18
167,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
168,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
169,Mantel de Mesa,19.99,15,30,Textiles para el hogar,2023-12-13
170,Perchero de Pared,19.95,10,20,Almacenamiento,2024-01-01
171,Organizador de Cajones,24.99,10,20,Organización,2024-01-15
172,Mantel de Mesa,19.99,15,30,Textiles para el hogar,2023-12-13
173,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
174,Estuche de Almohadas,39.95,3,8,Ropa de cama,2024-01-19
175,Escritorio Plegable,89.99,3,8,Muebles,2023-12-19
176,Espejo de Maquillaje,29.99,5,12,Decoración,2024-01-17
177,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
178,Cuchillo de Cocina,14.99,15,28,Utensilios de cocina,2024-02-02
179,Escultura de Resina,39.95,4,10,Decoración,2023-12-11
180,Escurridor de Cubiertos,12.99,4,10,Utensilios de cocina,2024-01-11
181,Reloj de Pared,29.99,10,20,Decoración,2023-12-21
182,Canasta de Ropa Sucia,34.99,5,12,Almacenamiento,2023-12-29
183,Escurridor de Platos,19.99,8,15,Utensilios de cocina,2023-12-25
184,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
185,Set de Toallas de Baño,29.99,8,15,Toallas,2024-02-06
186,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
187,Reloj de Pared,29.99,10,20,Decoración,2023-12-21
188,Escalera Decorativa,49.99,6,12,Decoración,2024-01-09
189,Cortinas Opacas,34.99,8,15,Cortinas,2023-11-10
190,Canasta de Ropa Sucia,34.99,5,12,Almacenamiento,2023-12-29
191,Juego de Sábanas,29.99,25,50,Ropa de cama,2023-11-04
192,Dispensador de Jabón,14.99,15,28,Accesorios de baño,2023-12-27
193,Set de Toallas de Baño,29.99,8,15,Toallas,2024-02-06
194,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
195,Cuchillo de Cocina,14.99,15,28,Utensilios de cocina,2024-02-02
196,Tetera de Cerámica,24.95,6,12,Utensilios de cocina,2024-02-04
197,Manta de Lana,59.99,8,20,Ropa de cama,2023-12-03
198,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
199,Jarrón de Cerámica,39.95,10,20,Decoración,2023-11-18
200,Espejo de Pared,54.99,7,14,Decoración,2023-11-26
201,Cojines Decorativos,14.99,18,35,Decoración,2023-11-15
202,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
203,Escritorio Plegable,89.99,3,8,Muebles,2023-12-19
204,Cesta de Mimbre,19.95,20,40,Almacenamiento,2023-11-28
205,Dispensador de Jabón,14.99,15,28,Accesorios de baño,2023-12-27
206,Manta de Lana,59.99,8,20,Ropa de cama,2023-12-03
207,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
208,Lámpara de Pie,79.99,5,10,Iluminación,2023-11-22
209,Vajilla de Porcelana,69.99,6,12,Vajilla,2023-11-12
210,Jarrón de Cerámica,39.95,10,20,Decoración,2023-11-18
211,Reloj Despertador,19.95,10,18,Decoración,2024-01-31
212,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
213,Lámpara de Pie,79.99,5,10,Iluminación,2023-11-22
214,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
215,Espejo de Pared,54.99,7,14,Decoración,2023-11-26
216,Taburete de Madera,34.99,10,20,Muebles,2023-12-15
217,Cortinas Opacas,34.99,8,15,Cortinas,2023-11-10
218,Escurridor de Platos,19.99,8,15,Utensilios de cocina,2023-12-25
219,Escritorio Plegable,89.99,3,8,Muebles,2023-12-19
220,Manta de Lana,59.99,8,20,Ropa de cama,2023-12-03
221,Cuchillo de Cocina,14.99,15,28,Utensilios de cocina,2024-02-02
222,Organizador de Cajones,24.99,10,20,Organización,2024-01-15
223,Lámpara de Pie,79.99,5,10,Iluminación,2023-11-22
224,Candelabro de Metal,45.99,6,12,Decoración,2023-12-09
225,Estuche de Almohadas,39.95,3,8,Ropa de cama,2024-01-19
226,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
227,Taza de Café de Cerámica,6.99,25,45,Vajilla,2023-12-01
228,Tetera de Cerámica,24.95,6,12,Utensilios de cocina,2024-02-04
229,Cojín para Silla,14.95,15,30,Decoración,2024-01-07
230,Set de Cucharas de Madera,9.99,30,60,Utensilios de cocina,2023-11-24
231,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
232,Tetera de Cerámica,24.95,6,12,Utensilios de cocina,2024-02-04
233,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
234,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
235,Dispensador de Jabón,14.99,15,28,Accesorios de baño,2023-12-27
236,Taza de Café de Cerámica,6.99,25,45,Vajilla,2023-12-01
237,Escultura de Resina,39.95,4,10,Decoración,2023-12-11
238,Candelabro de Metal,45.99,6,12,Decoración,2023-12-09
239,Tetera de Cerámica,24.95,6,12,Utensilios de cocina,2024-02-04
240,Set de Cubiertos,24.95,20,40,Vajilla,2023-12-23
241,Mantel de Mesa,19.99,15,30,Textiles para el hogar,2023-12-13
242,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
243,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
244,Funda de Almohada,9.99,20,40,Ropa de cama,2024-01-29
245,Cojín para Silla,14.95,15,30,Decoración,2024-01-07
246,Caja de Almacenamiento,29.99,7,15,Almacenamiento,2024-01-23
247,Escurridor de Cubiertos,12.99,4,10,Utensilios de cocina,2024-01-11
248,Escalera Decorativa,49.99,6,12,Decoración,2024-01-09
249,Cesta de Mimbre,19.95,20,40,Almacenamiento,2023-11-28
250,Planta Artificial,24.99,10,18,Decoración,2023-12-07
251,Estante Flotante,34.99,8,20,Almacenamiento,2024-01-27
252,Funda de Almohada,9.99,20,40,Ropa de cama,2024-01-29
253,Mantel de Mesa,19.99,15,30,Textiles para el hogar,2023-12-13
254,Manta de Lana,59.99,8,20,Ropa de cama,2023-12-03
255,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
256,Juego de Sábanas,29.99,25,50,Ropa de cama,2023-11-04
257,Alfombra de Área,49.95,12,30,Alfombras,2023-11-06
258,Organizador de Escritorio,24.99,15,28,Organización,2023-11-20
259,Espejo de Maquillaje,29.99,5,12,Decoración,2024-01-17
260,Escurridor de Cubiertos,12.99,4,10,Utensilios de cocina,2024-01-11
261,Estuche de Almohadas,39.95,3,8,Ropa de cama,2024-01-19
262,Caja de Almacenamiento,29.99,7,15,Almacenamiento,2024-01-23
263,Cojín para Silla,14.95,15,30,Decoración,2024-01-07
264,Estante Flotante,34.99,8,20,Almacenamiento,2024-01-27
265,Escurridor de Platos,19.99,8,15,Utensilios de cocina,2023-12-25
266,Jarrón de Cerámica,39.95,10,20,Decoración,2023-11-18
267,Canasta de Ropa Sucia,34.99,5,12,Almacenamiento,2023-12-29
268,Cesta de Mimbre,19.95,20,40,Almacenamiento,2023-11-28
269,Escurridor de Platos,19.99,8,15,Utensilios de cocina,2023-12-25
270,Cesta de Mimbre,19.95,20,40,Almacenamiento,2023-11-28
271,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
272,Candelabro de Cristal,59.95,4,10,Decoración,2024-01-25
273,Taza de Café de Cerámica,6.99,25,45,Vajilla,2023-12-01
274,Escurridor de Platos,19.99,8,15,Utensilios de cocina,2023-12-25
275,Vajilla de Porcelana,69.99,6,12,Vajilla,2023-11-12
276,Tetera de Cerámica,24.95,6,12,Utensilios de cocina,2024-02-04
277,Reloj de Pared,29.99,10,20,Decoración,2023-12-21
278,Perchero de Pared,19.95,10,20,Almacenamiento,2024-01-01
279,Cojines Decorativos,14.99,18,35,Decoración,2023-11-15
280,Set de Cucharas de Madera,9.99,30,60,Utensilios de cocina,2023-11-24
281,Canasta de Ropa Sucia,34.99,5,12,Almacenamiento,2023-12-29
282,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
283,Set de Cucharas de Madera,9.99,30,60,Utensilios de cocina,2023-11-24
284,Taza de Café de Cerámica,6.99,25,45,Vajilla,2023-12-01
285,Caja de Almacenamiento,29.99,7,15,Almacenamiento,2024-01-23
286,Espejo de Pared,54.99,7,14,Decoración,2023-11-26
287,Jarrón de Cerámica,39.95,10,20,Decoración,2023-11-18
288,Cojín para Silla,14.95,15,30,Decoración,2024-01-07
289,Espejo de Pared,54.99,7,14,Decoración,2023-11-26
290,Escalera Decorativa,49.99,6,12,Decoración,2024-01-09
291,Escurridor de Platos,19.99,8,15,Utensilios de cocina,2023-12-25
292,Escalera Decorativa,49.99,6,12,Decoración,2024-01-09
293,Vajilla de Porcelana,69.99,6,12,Vajilla,2023-11-12
294,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
295,Taza de Café de Cerámica,6.99,25,45,Vajilla,2023-12-01
296,Planta Artificial,24.99,10,18,Decoración,2023-12-07
297,Perchero de Pared,19.95,10,20,Almacenamiento,2024-01-01
298,Espejo de Maquillaje,29.99,5,12,Decoración,2024-01-17
299,Escultura de Resina,39.95,4,10,Decoración,2023-12-11
300,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
301,Escultura de Resina,39.95,4,10,Decoración,2023-12-11
302,Estuche de Almohadas,39.95,3,8,Ropa de cama,2024-01-19
303,Canasta de Ropa Sucia,34.99,5,12,Almacenamiento,2023-12-29
304,Cortina de Ducha,24.99,8,15,Cortinas,2024-01-05
305,Dispensador de Jabón,14.99,15,28,Accesorios de baño,2023-12-27
306,Jarrón de Cerámica,39.95,10,20,Decoración,2023-11-18
307,Escurridor de Cubiertos,12.99,4,10,Utensilios de cocina,2024-01-11
308,Set de Toallas de Baño,29.99,8,15,Toallas,2024-02-06
309,Reloj de Pared,29.99,10,20,Decoración,2023-12-21
310,Manta de Lana,59.99,8,20,Ropa de cama,2023-12-03
311,Vajilla de Porcelana,69.99,6,12,Vajilla,2023-11-12
312,Lámpara de Pie,79.99,5,10,Iluminación,2023-11-22
313,Alfombra de Área,49.95,12,30,Alfombras,2023-11-06
314,Set de Vasos de Vidrio,19.99,12,25,Vajilla,2024-01-03
315,Escurridor de Cubiertos,12.99,4,10,Utensilios de cocina,2024-01-11
316,Organizador de Escritorio,24.99,15,28,Organización,2023-11-20
317,Espejo de Maquillaje,29.99,5,12,Decoración,2024-01-17
318,Taburete de Madera,34.99,10,20,Muebles,2023-12-15
319,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
320,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
321,Escultura de Resina,39.95,4,10,Decoración,2023-12-11
322,Dispensador de Jabón,14.99,15,28,Accesorios de baño,2023-12-27
323,Espejo de Maquillaje,29.99,5,12,Decoración,2024-01-17
324,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
325,Canasta de Ropa Sucia,34.99,5,12,Almacenamiento,2023-12-29
326,Mantel de Mesa,19.99,15,30,Textiles para el hogar,2023-12-13
327,Funda de Almohada,9.99,20,40,Ropa de cama,2024-01-29
328,Alfombra de Área,49.95,12,30,Alfombras,2023-11-06
329,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
330,Lámpara de Mesa,39.95,8,18,Iluminación,2024-01-13
331,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
332,Jarrón de Cerámica,39.95,10,20,Decoración,2023-11-18
333,Lámpara de Mesa,39.95,8,18,Iluminación,2024-01-13
334,Set de Cucharas de Madera,9.99,30,60,Utensilios de cocina,2023-11-24
335,Manta de Lana,59.99,8,20,Ropa de cama,2023-12-03
336,Cuchillo de Cocina,14.99,15,28,Utensilios de cocina,2024-02-02
337,Estante Flotante,34.99,8,20,Almacenamiento,2024-01-27
338,Caja de Almacenamiento,29.99,7,15,Almacenamiento,2024-01-23
339,Taza de Café de Cerámica,6.99,25,45,Vajilla,2023-12-01
340,Toallero de Pared,19.99,12,25,Accesorios de baño,2024-01-21
341,Cuchillo de Cocina,14.99,15,28,Utensilios de cocina,2024-02-02
342,Escritorio Plegable,89.99,3,8,Muebles,2023-12-19
343,Juego de Toallas,19.99,20,40,Toallas,2023-11-08
344,Estuche de Almohadas,39.95,3,8,Ropa de cama,2024-01-19
345,Estante Flotante,34.99,8,20,Almacenamiento,2024-01-27
346,Estante Flotante,34.99,8,20,Almacenamiento,2024-01-27
347,Funda de Almohada,9.99,20,40,Ropa de cama,2024-01-29
348,Organizador de Cajones,24.99,10,20,Organización,2024-01-15
349,Escurridor de Cubiertos,12.99,4,10,Utensilios de cocina,2024-01-11
350,Juego de Sábanas,29.99,25,50,Ropa de cama,2023-11-04
351,Manta de Lana,59.99,8,20,Ropa de cama,2023-12-03
352,Alfombra de Área,49.95,12,30,Alfombras,2023-11-06
353,Mantel de Mesa,19.99,15,30,Textiles para el hogar,2023-12-13
354,Caja de Almacenamiento,29.99,7,15,Almacenamiento,2024-01-23
355,Mantel de Mesa,19.99,15,30,Textiles para el hogar,2023-12-13
356,Candelabro de Metal,45.99,6,12,Decoración,2023-12-09
357,Cortinas Opacas,34.99,8,15,Cortinas,2023-11-10
358,Planta Artificial,24.99,10,18,Decoración,2023-12-07
359,Planta Artificial,24.99,10,18,Decoración,2023-12-07
360,Escritorio Plegable,89.99,3,8,Muebles,2023-12-19
361,Cesta de Mimbre,19.95,20,40,Almacenamiento,2023-11-28
362,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
363,Canasta de Ropa Sucia,34.99,5,12,Almacenamiento,2023-12-29
364,Almohada de Plumas,49.95,5,15,Ropa de cama,2023-12-17
365,Taburete de Madera,34.99,10,20,Muebles,2023-12-15
366,Set de Cubiertos,24.95,20,40,Vajilla,2023-12-23
367,Cortinas Opacas,34.99,8,15,Cortinas,2023-11-10
368,Cortinas Opacas,34.99,8,15,Cortinas,2023-11-10
